Region,Month and Year,Homicide Total,Murder,Attempted / Conspiracy to Murder,Manslaughter,Driving Causing Death,Recent Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Historical Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Assault (Family) Total,Serious Assault (Family),Common Assault (Family),Assault (Non-Family) Total,Serious Assault (Non-Family),Common Assault (Non-Family),Assault Police Officer,Threatening Behaviour (Family) Total,Threatening Behaviour (Family),Possess Weapon to Cause Fear (Family),Threatening Behaviour (Non-Family) Total,Threatening Behaviour (Non-Family),Possess Weapon to Cause Fear (Non-Family),Deprivation of Liberty Total,Kidnapping / Child Stealing,Deprivation of Liberty,Robbery Total,Robbery (Business),Robbery (Non-Business),,Burglary Total,Burglary (Dwelling),Burglary (Non-Dwelling),Stealing of Motor Vehicle,Stealing Total,Stealing From Motor Vehicle (Contents or Parts),Stealing From Retail Premises (Shoplift),Stealing From Dwelling,Stealing From Other Premises or Place,Stealing as a Servant,Stealing (Not Elsewhere Classified),Property Damage Total,Criminal Damage,Damage,Arson Total,Cause Bushfire,Cause Damage by Fire,Other Fire Related Offences,,,Drug Offences Total,Drug Dealing,Drug Possession,Possession of Drug Paraphernalia,Cultivate or Manufacture Drugs,Other Drug Offences,Receiving and Possession of Stolen Property Total,Possess Stolen Property,Receiving Stolen Property,Regulated Weapons Offences,,Graffiti,Fraud & Related Offences Total,Forgery,Fraud (Credit Card),Fraud (Not Elsewhere Classified),Breach of Violence Restraint Order Total,Breach of Family Violence Restraint Order,Breach of Violence Restraint Order,Breach of Police Order,Total Selected Miscellaneous Offences
Mandurah,Feb-13,0,0,0,0,0,28,25,3,48,48,0,115,12,103,119,43,66,10,15,12,3,25,14,11,4,1,3,21,3,18,375,310,250,60,84,786,0,0,0,0,4,782,227,48,179,12,1,11,0,1419,1794,80,1,47,24,8,0,11,7,4,16,107,46,152,2,0,150,80,60,13,7,278
Mandurah,Mar-13,1,1,0,0,0,26,25,1,10,10,0,151,15,136,94,27,64,3,11,10,1,20,5,15,3,1,2,20,3,17,336,292,219,73,68,687,0,0,0,0,3,684,280,37,243,8,0,8,0,1335,1671,81,3,45,29,4,0,21,13,8,33,135,89,197,4,0,193,96,70,5,21,382
Mandurah,Apr-13,1,0,0,0,1,20,15,5,23,21,2,142,10,132,86,20,62,4,12,9,3,18,8,10,1,0,1,22,5,17,325,293,231,62,85,583,0,0,0,0,0,583,249,36,213,9,0,7,2,1219,1544,109,7,47,46,9,0,18,17,1,45,172,37,114,2,0,112,90,68,11,11,241
Mandurah,May-13,1,1,0,0,0,15,13,2,6,6,0,116,14,102,84,15,67,2,14,13,1,12,6,6,3,3,0,14,2,12,265,268,186,82,75,702,0,0,0,0,2,700,257,41,216,5,0,5,0,1307,1572,133,24,61,41,6,1,28,20,8,21,182,24,152,0,0,152,106,68,2,36,282
Mandurah,Jun-13,0,0,0,0,0,32,26,6,21,21,0,142,17,125,79,24,52,3,8,7,1,14,6,8,5,0,5,10,3,7,311,297,222,75,61,769,0,0,0,0,3,766,257,38,219,15,0,15,0,1399,1710,89,7,50,27,5,0,23,20,3,28,140,42,158,0,0,158,58,42,2,14,258
Mandurah,Jul-13,0,0,0,0,0,22,20,2,5,5,0,125,12,113,54,13,39,2,16,15,1,23,10,13,3,0,3,9,0,9,257,269,170,99,65,728,0,0,0,0,2,726,297,26,271,11,0,11,0,1370,1627,143,25,67,44,7,0,22,22,0,25,190,33,140,1,0,139,58,47,2,9,231
Mandurah,Aug-13,0,0,0,0,0,19,15,4,10,7,3,141,10,131,88,29,55,4,13,10,3,11,7,4,2,0,2,10,1,9,294,305,212,93,83,766,0,0,0,0,4,762,258,40,218,6,0,6,0,1418,1712,194,15,111,65,3,0,18,15,3,31,243,29,128,3,0,125,64,43,8,13,221
Mandurah,Sep-13,2,1,1,0,0,21,19,2,9,9,0,178,18,160,88,17,66,5,15,12,3,24,10,14,3,0,3,19,5,14,359,323,239,84,99,690,0,0,0,0,5,685,234,38,196,13,0,13,0,1359,1718,157,15,83,51,8,0,28,25,3,39,224,23,246,4,0,242,68,44,11,13,337
Mandurah,Oct-13,0,0,0,0,0,11,8,3,5,4,1,130,7,123,87,23,60,4,20,16,4,31,12,19,5,2,3,7,3,4,296,310,225,85,74,738,0,0,0,0,3,735,288,47,241,13,0,13,0,1423,1719,210,20,87,88,14,1,23,22,1,37,270,172,166,1,0,165,87,66,7,14,425
Mandurah,Nov-13,0,0,0,0,0,17,11,6,11,10,1,166,22,144,92,17,72,3,20,15,5,17,7,10,2,0,2,4,1,3,329,306,247,59,70,749,0,0,0,0,1,748,306,47,259,8,2,6,0,1439,1768,125,11,63,46,5,0,20,12,8,32,177,31,168,1,0,167,72,48,6,18,271
Mandurah,Dec-13,0,0,0,0,0,51,20,31,39,34,5,152,21,131,72,22,40,10,11,9,2,19,11,8,2,0,2,7,0,7,353,386,292,94,83,822,0,0,0,0,0,822,305,42,263,13,0,13,0,1609,1962,116,7,67,34,8,0,15,13,2,18,149,25,230,1,0,229,89,49,19,21,344
Mandurah,Jan-14,0,0,0,0,0,14,12,2,45,44,1,155,23,132,100,30,59,11,15,12,3,25,9,16,0,0,0,21,3,18,375,427,339,88,100,875,0,0,0,0,0,875,370,55,315,14,5,9,0,1786,2161,105,12,53,31,9,0,21,17,4,32,158,38,142,2,0,140,64,43,8,13,244
Mandurah,Feb-14,0,0,0,0,0,18,16,2,9,9,0,151,11,140,101,23,76,2,13,11,2,27,15,12,2,0,2,12,0,12,333,284,218,66,94,692,0,0,0,0,4,688,274,53,221,15,5,9,1,1359,1692,154,18,72,53,11,0,11,8,3,36,201,20,106,0,0,106,93,76,3,14,219
Mandurah,Mar-14,2,0,0,0,2,29,24,5,47,47,0,153,21,132,87,23,61,3,19,17,2,26,14,12,3,0,3,18,2,16,384,359,270,89,95,741,0,0,0,0,0,741,274,43,231,15,3,12,0,1484,1868,160,15,84,51,10,0,27,18,9,35,222,81,100,1,0,99,78,50,9,19,259
Mandurah,Apr-14,1,1,0,0,0,19,12,7,7,7,0,145,21,124,82,29,49,4,14,11,3,21,12,9,3,1,2,15,4,11,307,324,233,91,80,611,0,0,0,0,1,610,228,40,188,9,0,9,0,1252,1559,145,29,71,41,4,0,16,16,0,18,179,37,91,2,0,89,62,39,8,15,190
Mandurah,May-14,0,0,0,0,0,22,20,2,15,14,1,145,15,130,82,27,51,4,16,12,4,20,9,11,3,0,3,9,0,9,312,313,246,67,67,761,0,0,0,0,4,757,242,38,204,5,0,5,0,1388,1700,147,15,83,43,6,0,18,11,7,26,191,65,105,1,0,104,80,48,13,19,250
Mandurah,Jun-14,0,0,0,0,0,30,19,11,24,21,3,143,15,128,79,30,46,3,28,26,2,18,14,4,4,0,4,11,0,11,337,299,220,79,63,682,0,0,0,0,0,682,219,37,182,6,0,6,0,1269,1606,155,13,89,48,5,0,18,15,3,19,192,21,140,2,0,138,68,45,15,8,229
Mandurah,Jul-14,0,0,0,0,0,22,17,5,15,6,9,151,16,135,81,25,51,5,12,9,3,16,8,8,2,0,2,12,3,9,311,331,226,105,68,634,0,0,0,0,1,633,257,38,219,10,1,9,0,1300,1611,183,13,104,60,6,0,9,7,2,34,226,17,87,1,0,86,46,36,3,7,150
Mandurah,Aug-14,1,0,1,0,0,20,9,11,21,20,1,140,21,119,80,27,45,8,21,14,7,21,5,16,1,0,1,15,2,13,320,318,230,88,62,622,0,0,0,0,3,619,264,44,220,6,0,6,0,1272,1592,162,20,74,53,15,0,23,22,1,37,222,21,96,0,0,96,58,39,7,12,175
Mandurah,Sep-14,0,0,0,0,0,18,10,8,13,13,0,147,18,129,72,27,43,2,32,25,7,33,15,18,3,0,3,13,0,13,331,362,253,109,67,687,0,0,0,0,1,686,264,47,217,9,1,8,0,1389,1720,185,17,101,55,9,3,24,20,4,20,229,22,124,0,0,124,73,39,18,16,219
Mandurah,Oct-14,0,0,0,0,0,22,17,5,14,14,0,145,11,134,93,31,57,5,13,11,2,19,10,9,4,1,3,15,2,13,325,349,201,148,68,759,0,0,0,0,5,754,285,49,236,8,0,8,0,1469,1794,170,21,81,61,7,0,24,21,3,41,235,25,175,1,0,174,68,36,13,19,268
Mandurah,Nov-14,2,1,0,0,1,23,12,11,14,12,2,163,19,144,96,29,62,5,22,18,4,22,8,14,3,0,3,20,6,14,365,329,229,100,65,766,0,0,0,0,3,763,271,43,228,8,0,8,0,1439,1804,179,8,94,67,9,1,36,34,2,44,259,43,107,0,0,107,61,34,4,23,211
Mandurah,Dec-14,0,0,0,0,0,24,20,4,10,10,0,202,16,186,94,33,61,0,21,18,3,30,20,10,2,0,2,16,4,12,399,337,243,94,66,794,0,0,0,0,2,792,282,62,220,9,2,6,1,1488,1887,231,21,107,91,12,0,20,18,2,37,288,13,177,3,0,174,72,47,8,17,262
Mandurah,Jan-15,0,0,0,0,0,29,21,8,33,32,1,219,23,196,115,39,60,16,26,24,2,41,24,17,5,1,4,15,4,11,483,374,262,112,88,909,0,0,0,0,1,908,326,68,258,17,2,12,3,1714,2197,232,17,107,94,14,0,40,34,6,37,309,30,76,6,0,70,129,94,10,25,235
Mandurah,Feb-15,0,0,0,0,0,23,21,2,11,10,1,173,22,151,118,30,86,2,18,13,5,36,18,18,6,2,4,13,2,11,398,277,209,68,63,784,0,0,0,0,2,782,253,47,206,25,12,13,0,1402,1800,134,9,70,48,6,1,10,10,0,40,184,12,58,3,0,55,103,71,8,24,173
Mandurah,Mar-15,0,0,0,0,0,34,22,12,34,32,2,185,31,154,100,32,66,2,28,20,8,23,18,5,4,0,4,16,2,14,424,326,244,82,56,732,0,0,0,0,0,732,297,54,243,15,3,10,2,1426,1850,210,16,102,68,22,2,25,17,8,51,286,13,103,1,0,102,90,65,10,15,206
Mandurah,Apr-15,0,0,0,0,0,20,17,3,25,22,3,157,21,136,71,22,44,5,12,11,1,18,11,7,2,0,2,10,1,9,315,343,269,74,66,739,0,0,0,0,4,735,277,39,238,18,1,16,1,1443,1758,226,23,103,90,10,0,29,26,3,30,285,12,67,1,0,66,95,55,12,28,174
Mandurah,May-15,2,0,0,0,2,60,46,14,17,15,2,169,13,156,79,18,58,3,15,12,3,18,11,7,1,0,1,16,6,10,377,358,291,67,72,722,0,0,0,0,2,720,263,63,200,12,1,11,0,1427,1804,267,17,137,100,11,2,33,30,3,71,371,19,108,0,0,108,92,55,20,17,219
Mandurah,Jun-15,1,0,0,0,1,29,25,4,20,19,1,154,17,137,86,15,61,10,16,12,4,28,12,16,1,0,1,14,4,10,349,360,277,83,67,801,0,0,0,0,3,798,272,45,227,5,0,4,1,1505,1854,203,20,107,66,6,4,35,35,0,39,277,20,156,1,0,155,64,45,7,12,240
Mandurah,Jul-15,1,0,0,0,1,56,42,14,52,52,0,178,22,156,90,23,60,7,24,16,8,25,8,17,2,0,2,8,3,5,436,387,301,86,90,790,0,0,0,0,2,788,262,59,203,14,0,13,1,1543,1979,212,16,99,86,4,7,23,21,2,48,283,28,121,1,0,120,97,63,15,19,246
Mandurah,Aug-15,0,0,0,0,0,28,21,7,6,3,3,171,19,152,105,23,77,5,26,18,8,30,16,14,2,1,1,13,2,11,381,312,245,67,87,777,0,0,0,0,2,775,279,50,229,7,0,7,0,1462,1843,233,20,118,87,7,1,28,25,3,41,302,13,233,6,0,227,123,81,16,26,369
Mandurah,Sep-15,1,0,0,0,1,22,18,4,21,19,2,189,23,166,86,23,58,5,23,16,7,22,7,15,0,0,0,20,5,15,384,345,250,95,86,648,0,0,0,0,0,648,314,44,270,10,1,8,1,1403,1787,318,25,171,116,6,0,29,26,3,49,396,17,224,4,0,220,108,80,6,22,349
Mandurah,Oct-15,1,0,0,0,1,33,27,6,28,28,0,189,22,167,96,26,60,10,32,25,7,31,18,13,3,1,2,14,3,11,427,413,331,82,97,747,0,0,0,0,1,746,368,47,321,9,0,9,0,1634,2061,186,9,96,77,4,0,14,14,0,44,244,19,281,0,0,281,99,64,8,27,399
Mandurah,Nov-15,0,0,0,0,0,43,35,8,20,18,2,208,19,189,135,39,91,5,20,18,2,32,19,13,4,1,3,7,1,6,469,361,293,68,70,835,0,0,0,0,1,834,377,66,311,9,1,8,0,1652,2121,257,21,126,100,6,4,26,23,3,41,324,14,174,0,0,174,86,42,8,36,274
Mandurah,Dec-15,3,1,2,0,0,21,17,4,16,12,4,246,25,221,104,34,66,4,32,23,9,27,18,9,2,0,2,16,3,13,467,320,247,73,80,839,0,0,0,0,1,838,355,70,285,11,2,7,2,1605,2072,194,14,99,72,9,0,29,24,5,31,254,14,235,0,0,235,104,53,14,37,353
Mandurah,Jan-16,0,0,0,0,0,39,34,5,13,10,3,264,17,247,111,38,66,7,43,35,8,36,19,17,3,0,3,10,0,10,519,389,317,72,82,959,0,0,0,0,5,954,346,62,284,18,1,16,1,1794,2313,224,25,121,71,7,0,38,35,3,31,293,9,219,0,0,219,110,68,19,23,338
Mandurah,Feb-16,1,0,1,0,0,45,37,8,7,7,0,234,30,204,113,40,68,5,45,34,11,28,14,14,1,0,1,14,3,11,488,303,222,81,73,925,0,0,0,0,1,924,316,59,257,11,1,9,1,1628,2116,235,19,122,85,9,0,35,30,5,43,313,15,117,0,0,117,141,109,15,17,273
Mandurah,Mar-16,1,0,0,0,1,44,18,26,40,37,3,242,35,207,125,38,84,3,37,26,11,47,23,24,2,0,2,23,4,19,561,316,246,70,88,832,0,0,0,0,2,830,350,54,296,7,3,3,1,1593,2154,229,21,116,81,11,0,44,37,7,46,319,15,121,0,0,121,133,97,10,26,269
Mandurah,Apr-16,1,0,0,1,0,26,16,10,43,43,0,198,27,171,75,31,38,6,34,28,6,20,11,9,0,0,0,14,1,13,411,299,229,70,67,675,0,0,0,0,2,673,266,56,210,9,0,9,0,1316,1727,191,13,106,69,3,0,32,30,2,32,255,11,96,3,0,93,96,76,14,6,203
Mandurah,May-16,1,0,0,0,1,19,11,8,12,11,1,186,15,171,90,20,58,12,40,34,6,27,8,19,2,0,2,22,6,16,399,405,315,90,99,792,0,0,0,0,4,788,306,49,257,6,0,6,0,1608,2007,262,24,136,98,1,3,32,22,10,25,319,15,121,1,0,120,107,83,14,10,243
Mandurah,Jun-16,3,1,2,0,0,43,40,3,22,22,0,197,36,161,94,32,61,1,23,18,5,27,12,15,3,0,3,12,4,8,424,304,230,74,82,777,0,0,0,0,3,774,310,63,247,3,0,3,0,1476,1900,317,25,149,129,14,0,40,36,4,64,421,49,125,0,0,125,148,116,8,24,322
Mandurah,Jul-16,0,0,0,0,0,32,26,6,11,11,0,173,25,148,83,27,46,10,31,23,8,44,17,27,3,0,3,16,3,13,393,291,236,55,67,680,0,0,0,0,1,679,283,60,223,9,0,9,0,1330,1723,208,11,123,71,3,0,35,33,2,39,282,40,150,3,0,147,116,96,6,14,306
Mandurah,Aug-16,0,0,0,0,0,40,24,16,26,25,1,140,20,120,79,27,52,0,13,12,1,31,12,19,2,0,2,27,5,22,358,317,246,71,60,724,0,0,0,0,0,724,304,50,254,9,0,9,0,1414,1772,336,57,162,110,6,1,38,30,8,55,429,15,101,1,0,100,114,81,13,20,230
Mandurah,Sep-16,2,1,0,1,0,33,21,12,5,3,2,163,23,140,86,27,55,4,13,10,3,27,16,11,2,1,1,8,1,7,339,357,270,87,87,752,0,0,0,0,3,749,286,39,247,15,0,14,1,1497,1836,212,15,111,81,3,2,22,20,2,44,278,13,183,1,0,182,101,68,10,23,297
Mandurah,Oct-16,1,1,0,0,0,24,13,11,26,18,8,206,29,177,90,22,64,4,40,27,13,42,17,25,1,0,1,17,1,16,447,366,271,95,103,714,0,0,0,0,2,712,257,60,197,6,0,5,1,1446,1893,211,12,110,80,9,0,20,16,4,68,299,16,206,3,0,203,82,53,11,18,304
Mandurah,Nov-16,0,0,0,0,0,35,29,6,23,19,4,248,34,214,102,29,64,9,36,23,13,39,19,20,4,0,4,16,4,12,503,329,280,49,100,749,0,0,0,0,0,749,341,75,266,11,0,9,2,1530,2033,251,33,126,67,23,2,24,21,3,35,310,25,109,1,0,108,115,84,14,17,249
Mandurah,Dec-16,1,0,0,0,1,19,17,2,12,12,0,236,32,204,139,42,87,10,62,51,11,40,22,18,5,0,5,12,3,9,526,359,293,66,93,666,0,0,0,0,1,665,365,73,292,21,13,7,1,1504,2030,280,19,136,119,6,0,17,17,0,69,366,17,81,8,0,73,102,65,17,20,200
Mandurah,Jan-17,2,1,1,0,0,74,42,32,2,2,0,217,41,176,108,42,62,4,23,18,5,43,20,23,1,0,1,12,1,11,482,360,294,66,107,824,0,0,0,0,1,823,375,75,300,19,2,12,5,1685,2167,182,17,96,66,3,0,33,31,2,45,260,14,107,7,0,100,97,71,6,20,218
Mandurah,Feb-17,3,0,2,0,1,54,43,11,29,28,1,199,28,171,104,27,75,2,37,25,12,27,15,12,6,2,4,7,1,6,466,304,246,58,82,706,0,0,0,0,2,704,254,59,195,11,2,4,5,1357,1823,227,24,114,81,6,2,22,21,1,48,297,15,57,4,0,53,64,46,7,11,136
Mandurah,Mar-17,0,0,0,0,0,53,35,18,21,14,7,178,28,150,135,28,96,11,32,23,9,38,22,16,1,0,1,9,4,5,467,293,250,43,71,800,0,0,0,0,3,797,294,62,232,6,0,6,0,1464,1931,272,16,140,108,8,0,21,20,1,52,345,9,72,4,0,68,109,77,20,12,190
Mandurah,Apr-17,0,0,0,0,0,45,39,6,10,7,3,142,21,121,98,31,65,2,35,25,10,28,14,14,3,0,3,12,1,11,373,253,222,31,66,679,0,0,0,0,2,677,303,54,249,6,1,5,0,1307,1680,196,9,120,62,5,0,29,27,2,36,261,7,67,0,0,67,77,48,12,17,151
Mandurah,May-17,0,0,0,0,0,35,29,6,43,43,0,185,31,154,94,25,62,7,39,27,12,15,4,11,2,0,2,10,1,9,423,274,222,52,66,684,0,0,0,0,2,682,224,43,181,9,0,9,0,1257,1680,220,14,109,88,9,0,24,18,6,45,289,12,71,0,9,62,109,74,16,19,192
Mandurah,Jun-17,1,0,0,0,1,32,26,6,26,22,4,144,19,125,89,32,53,4,10,10,0,37,16,21,1,0,1,8,1,7,348,300,239,61,73,689,168,99,121,185,2,114,242,40,202,7,1,6,0,1311,1659,231,11,137,76,5,2,38,33,5,55,324,26,131,1,50,80,111,77,8,26,268
Mandurah,Jul-17,2,1,1,0,0,40,32,8,10,9,1,164,20,144,76,22,44,10,32,26,6,14,8,6,5,0,5,13,2,11,356,255,185,70,70,666,212,136,120,196,2,0,254,49,205,5,0,5,0,1250,1606,230,18,127,69,13,3,27,25,2,55,312,15,117,2,99,16,109,82,9,18,241
Mandurah,Aug-17,0,0,0,0,0,39,29,10,9,8,1,170,25,145,100,29,68,3,33,26,7,19,12,7,2,0,2,14,2,12,386,227,203,24,76,678,244,140,109,184,1,0,260,50,210,9,0,9,0,1250,1636,301,21,164,105,10,1,33,28,5,62,396,15,116,2,87,27,73,52,6,15,204
Mandurah,Sep-17,0,0,0,0,0,31,23,8,37,33,4,200,22,178,74,22,48,4,24,17,7,22,7,15,3,0,3,11,3,8,402,251,212,39,58,606,185,129,114,175,3,0,244,47,197,7,0,7,0,1166,1568,220,19,122,75,4,0,35,26,9,38,293,14,212,4,162,46,63,42,7,14,289
Mandurah,Oct-17,2,0,0,0,2,34,22,12,23,21,2,193,22,171,94,25,60,9,22,19,3,27,10,17,2,0,2,18,1,17,415,284,233,51,53,669,227,126,145,169,2,0,329,57,272,11,0,11,0,1346,1761,260,17,125,105,10,3,33,29,4,46,339,24,180,6,148,26,130,115,6,9,334
Mandurah,Nov-17,0,0,0,0,0,31,23,8,23,21,2,199,24,175,120,34,78,8,36,24,12,40,17,23,1,0,1,9,2,7,459,261,209,52,51,631,176,135,127,192,1,0,270,56,214,12,0,11,1,1225,1684,269,59,117,84,7,2,20,19,1,55,344,14,162,4,146,12,101,82,5,14,277
Mandurah,Dec-17,1,1,0,0,0,24,14,10,18,16,2,198,20,178,107,31,71,5,34,26,8,41,20,21,2,0,2,4,0,4,429,313,274,39,70,629,157,125,142,204,1,0,272,52,220,17,8,6,3,1301,1730,175,14,81,67,9,4,34,33,1,26,235,26,154,2,132,20,114,88,10,16,294
Mandurah,Jan-18,0,0,0,0,0,32,20,12,18,17,1,209,23,186,94,26,57,11,30,25,5,31,19,12,2,0,2,12,1,11,428,281,245,36,72,694,211,157,126,196,4,0,269,60,209,16,8,6,2,1332,1760,209,9,105,77,17,1,31,24,7,42,282,16,89,0,62,27,123,83,10,30,228
Mandurah,Feb-18,0,0,0,0,0,31,20,11,30,30,0,179,23,156,97,20,65,12,40,27,13,34,19,15,0,0,0,9,0,9,420,200,169,31,44,625,160,150,127,186,2,0,248,43,205,25,15,9,1,1142,1562,190,15,99,63,12,1,28,23,5,52,270,10,287,0,256,31,82,55,9,18,379
Mandurah,Mar-18,1,0,0,0,1,32,25,7,44,43,1,170,23,147,108,23,79,6,36,24,12,49,23,26,4,0,4,13,2,11,457,254,209,45,77,739,190,187,149,212,1,0,246,52,194,5,1,3,1,1321,1778,258,25,125,94,12,2,39,37,2,58,355,56,170,3,115,52,72,50,5,17,298
Mandurah,Apr-18,2,0,0,1,1,22,13,9,61,48,13,176,19,157,108,40,63,5,22,18,4,24,14,10,1,1,0,10,0,10,426,206,149,57,58,671,187,190,123,171,0,0,201,38,163,7,0,7,0,1143,1569,250,18,121,97,13,1,37,30,7,33,320,13,187,1,178,8,93,73,5,15,293
Mandurah,May-18,0,0,0,0,0,41,32,9,26,23,3,153,20,133,112,26,71,15,17,13,4,26,11,15,5,0,5,14,1,13,394,338,269,69,64,811,250,208,127,222,4,0,279,52,227,7,0,7,0,1499,1893,276,15,143,110,7,1,38,28,10,60,374,17,306,0,262,44,115,89,7,19,438
Mandurah,Jun-18,0,0,0,0,0,48,37,11,42,41,1,156,32,124,62,16,42,4,25,18,7,29,12,17,5,0,5,8,1,7,375,269,191,78,34,760,241,193,126,197,3,0,208,34,174,6,0,6,0,1277,1652,333,27,167,122,14,3,29,29,0,60,422,10,193,0,180,13,83,55,2,26,286
Mandurah,Jul-18,1,0,0,0,1,38,26,12,26,23,3,156,21,135,83,25,47,11,18,13,5,23,13,10,6,0,6,17,0,17,368,254,195,59,68,732,227,159,113,229,4,0,236,48,188,3,0,3,0,1293,1661,269,11,145,107,6,0,27,27,0,57,353,5,113,0,92,21,74,59,4,11,192
Mandurah,Aug-18,0,0,0,0,0,24,17,7,10,10,0,144,13,131,93,32,56,5,14,9,5,27,15,12,1,0,1,11,0,11,324,282,223,59,52,634,196,147,119,169,3,0,209,35,174,8,0,8,0,1185,1509,356,35,170,139,11,1,26,26,0,60,442,9,91,1,79,11,118,100,7,11,218
Mandurah,Sep-18,3,0,2,0,1,38,32,6,23,23,0,164,23,141,74,28,41,5,20,16,4,14,5,9,0,0,0,14,0,14,350,240,166,74,57,691,185,163,106,236,1,0,232,41,191,7,0,6,1,1227,1577,253,18,134,92,9,0,17,16,1,54,324,19,298,0,291,7,94,72,7,15,411
Mandurah,Oct-18,1,1,0,0,0,31,20,11,26,26,0,154,20,134,106,31,63,12,26,24,2,34,17,17,3,0,3,10,3,7,391,300,219,81,73,854,256,185,150,262,1,0,268,49,219,8,0,8,0,1503,1894,209,15,104,75,10,5,33,30,3,43,285,16,180,0,157,23,101,80,3,18,297
Mandurah,Nov-18,0,0,0,0,0,72,35,37,61,58,3,162,16,146,91,28,61,2,30,19,11,14,9,5,3,0,3,14,4,10,447,300,219,81,60,765,226,149,140,249,1,0,207,43,164,8,0,7,1,1340,1787,206,8,114,76,7,1,24,22,2,42,272,20,186,1,162,23,90,62,7,21,296
Mandurah,Dec-18,0,0,0,0,0,23,23,0,29,28,1,219,31,188,94,26,64,4,26,13,13,23,8,15,3,0,3,9,2,7,426,248,203,45,66,768,254,149,137,223,5,0,286,43,243,12,5,6,1,1380,1806,177,13,98,56,9,1,18,18,0,22,217,17,179,0,158,21,153,132,0,21,349
Mandurah,Jan-19,0,0,0,0,0,43,31,12,33,32,1,201,32,169,90,34,50,6,23,12,11,24,9,15,2,0,2,13,3,10,429,265,204,61,82,846,259,190,158,239,0,0,295,64,231,11,2,9,0,1499,1928,263,83,98,63,18,1,25,22,3,37,325,12,155,1,147,7,112,84,5,23,279
Mandurah,Feb-19,2,1,0,0,1,45,37,8,76,73,3,157,28,129,95,27,55,13,15,12,3,13,7,6,3,0,3,12,4,8,418,239,184,55,54,763,219,157,137,247,3,0,237,43,194,12,3,8,1,1305,1723,129,5,67,42,10,5,22,19,3,25,176,8,188,0,160,28,123,104,8,11,319
Mandurah,Mar-19,0,0,0,0,0,38,21,17,43,37,6,170,22,148,89,24,63,2,19,14,5,24,14,10,1,0,1,17,3,14,401,279,237,42,64,739,239,176,130,193,1,0,280,71,209,16,5,11,0,1378,1779,215,23,94,89,6,3,19,17,2,39,273,9,185,1,157,27,171,140,8,23,365
Mandurah,Apr-19,2,1,1,0,0,24,16,8,19,14,5,170,20,150,94,22,66,6,21,14,7,26,13,13,2,0,2,9,0,9,367,257,197,60,69,718,218,169,134,197,0,0,238,39,199,8,3,5,0,1290,1657,154,17,81,49,4,3,29,23,6,29,212,7,119,0,110,9,103,82,4,17,229
Mandurah,May-19,1,1,0,0,0,32,19,13,27,26,1,131,20,111,83,19,61,3,20,17,3,25,8,17,2,1,1,12,2,10,333,285,221,64,85,824,242,218,140,224,0,0,256,39,217,6,0,6,0,1456,1789,280,18,156,96,8,2,23,22,1,60,363,23,143,1,122,20,93,75,5,13,259
Mandurah,Jun-19,2,1,0,0,1,16,10,6,3,3,0,141,24,117,79,35,40,4,13,12,1,25,15,10,2,0,2,15,1,14,296,260,185,75,52,813,319,185,133,176,0,0,229,40,189,8,0,8,0,1362,1658,208,43,88,62,14,1,49,28,21,16,273,14,285,1,251,33,81,66,4,11,380
Mandurah,Jul-19,0,0,0,0,0,30,17,13,31,30,1,122,15,107,64,16,47,1,16,13,3,28,17,11,1,0,1,8,0,8,300,267,198,69,63,751,230,161,152,205,3,0,236,42,194,8,0,8,0,1325,1625,184,15,110,51,2,6,32,31,1,28,244,13,191,2,170,19,75,52,8,15,279
Mandurah,Aug-19,0,0,0,0,0,37,30,7,9,9,0,150,17,133,99,27,63,9,35,30,5,21,13,8,2,0,2,13,0,13,366,274,202,72,77,777,225,185,136,231,0,0,222,21,201,1,0,1,0,1351,1717,274,15,146,100,10,3,33,31,2,30,337,10,141,0,121,20,100,73,7,20,251
Mandurah,Sep-19,0,0,0,0,0,24,19,5,44,44,0,181,19,162,106,29,73,4,18,11,7,25,11,14,6,3,3,5,0,5,409,294,236,58,68,775,274,142,125,233,1,0,236,50,186,5,1,4,0,1378,1787,235,22,117,80,15,1,39,36,3,34,308,12,121,0,103,18,108,82,14,12,241
Mandurah,Oct-19,1,1,0,0,0,34,27,7,18,14,4,178,34,144,99,31,66,2,28,21,7,21,9,12,1,0,1,19,0,19,399,241,209,32,64,790,280,162,148,200,0,0,226,47,179,8,0,8,0,1329,1728,237,26,112,87,11,1,25,19,6,48,310,14,177,1,134,42,112,81,15,16,303
Mandurah,Nov-19,1,0,1,0,0,49,29,20,15,14,1,182,27,155,84,16,63,5,35,27,8,21,9,12,2,0,2,14,2,12,403,227,177,50,71,758,230,171,126,230,1,0,239,43,196,8,3,5,0,1303,1706,190,22,98,64,4,2,29,26,3,51,270,15,156,0,136,20,154,124,9,21,325
Mandurah,Dec-19,1,0,0,0,1,43,25,18,63,62,1,211,20,191,114,30,74,10,32,24,8,26,14,12,7,1,6,18,2,16,515,252,182,70,72,743,192,198,130,221,2,0,189,35,154,12,1,8,3,1268,1783,188,10,103,68,3,4,15,15,0,21,224,8,179,0,143,36,126,103,3,20,313
